X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric,log_rt,m_log_rt,sd_log_rt
16069,40,2,4,111,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.707,1,-0.34672461308556435,-0.23752603141136527,0.3746167648693195
16070,40,2,4,112,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.619,1,-0.47965000629754095,-0.23752603141136527,0.3746167648693195
16071,40,2,4,113,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.783,1,-0.2446225829913339,-0.23752603141136527,0.3746167648693195
16072,40,2,4,114,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.615,1,-0.4861330111756192,-0.23752603141136527,0.3746167648693195
16073,40,2,4,115,teddybear_inhib,teddybear_inhib,teddybear_pos,inhibition,inhib,target,distractor,L,teddybear_inhib,Y,7/24/2015,11:21:00,0.782,1,-0.24590053843682594,-0.23752603141136527,0.3746167648693195
16074,40,2,4,116,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.822,1,-0.1960148839259572,-0.23752603141136527,0.3746167648693195
16075,40,2,4,117,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.726,1,-0.320205264157341,-0.23752603141136527,0.3746167648693195
16076,40,2,4,118,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.76,1,-0.2744368457017603,-0.23752603141136527,0.3746167648693195
16077,40,2,4,119,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.81,1,-0.21072103131565253,-0.23752603141136527,0.3746167648693195
16078,40,2,4,120,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,1.091,1,0.08709470685093373,-0.23752603141136527,0.3746167648693195
16079,40,2,4,121,cat_inhib,cat_inhib,cat_pos,inhibition,inhib,target,distractor,L,cat_inhib,Y,7/24/2015,11:21:00,0.726,1,-0.320205264157341,-0.23752603141136527,0.3746167648693195
16080,40,2,4,122,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.724,1,-0.3229638865964207,-0.23752603141136527,0.3746167648693195
16081,40,2,4,123,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.567,1,-0.5673959752543851,-0.23752603141136527,0.3746167648693195
16082,40,2,4,124,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.669,1,-0.4019712188539085,-0.23752603141136527,0.3746167648693195
16083,40,2,4,125,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,0.55,1,-0.5978370007556204,-0.23752603141136527,0.3746167648693195
16084,40,2,4,126,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.683,1,-0.3812604194113469,-0.23752603141136527,0.3746167648693195
16085,40,2,4,127,lamp_pos,lamp_pos,lamp_inhib,inhibition,control,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.828,1,-0.18874212459687742,-0.23752603141136527,0.3746167648693195
16086,40,2,4,128,lamp_inhib,lamp_pos,lamp_inhib,inhibition,inhib,distractor,target,R,lamp_inhib,Y,7/24/2015,11:21:00,0.57,1,-0.5621189181535413,-0.23752603141136527,0.3746167648693195
16087,40,2,4,129,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.805,1,-0.21691300156357363,-0.23752603141136527,0.3746167648693195
16088,40,2,4,130,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.386,1,-0.9519179095173061,-0.23752603141136527,0.3746167648693195
16089,40,2,4,131,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.493,1,-0.707246104939447,-0.23752603141136527,0.3746167648693195
16090,40,2,4,132,bicycle_pos,bicycle_inhib,bicycle_pos,inhibition,control,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,0.555,1,-0.5887871652357024,-0.23752603141136527,0.3746167648693195
16091,40,2,4,133,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,1.068,1,0.06578774053800315,-0.23752603141136527,0.3746167648693195
16092,40,2,4,134,bicycle_inhib,bicycle_inhib,bicycle_pos,inhibition,inhib,target,distractor,L,bicycle_inhib,Y,7/24/2015,11:21:00,0.769,1,-0.26266430947649305,-0.23752603141136527,0.3746167648693195
16093,40,2,4,135,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.808,1,-0.2131932204610416,-0.23752603141136527,0.3746167648693195
16094,40,2,4,136,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.408,1,-0.8964881045779755,-0.23752603141136527,0.3746167648693195
16095,40,2,4,137,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.462,1,-0.7721903879003982,-0.23752603141136527,0.3746167648693195
16096,40,2,4,138,cup_pos,cup_pos,cup_inhib,inhibition,control,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.855,1,-0.15665381004537685,-0.23752603141136527,0.3746167648693195
16097,40,2,4,139,cup_pos,cup_inhib,cup_pos,inhibition,control,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,0.727,1,-0.3188288014486177,-0.23752603141136527,0.3746167648693195
16098,40,2,4,140,cup_inhib,cup_inhib,cup_pos,inhibition,inhib,target,distractor,L,cup_inhib,Y,7/24/2015,11:21:00,0.965,1,-0.03562717764315116,-0.23752603141136527,0.3746167648693195
16099,40,2,4,141,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.768,1,-0.26396554583446485,-0.23752603141136527,0.3746167648693195
16100,40,2,4,142,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.451,1,-0.7962879394794586,-0.23752603141136527,0.3746167648693195
16101,40,2,4,143,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.466,1,-0.7635696448564911,-0.23752603141136527,0.3746167648693195
16102,40,2,4,144,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.767,1,-0.26526847761488087,-0.23752603141136527,0.3746167648693195
16103,40,2,4,145,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.696,1,-0.3624056186477175,-0.23752603141136527,0.3746167648693195
16104,40,2,4,146,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,R,banana_inhib,Y,7/24/2015,11:21:00,0.558,1,-0.583396316600826,-0.23752603141136527,0.3746167648693195
16105,40,2,4,147,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,7/24/2015,11:21:00,0.639,0,-0.44785082460460224,-0.23752603141136527,0.3746167648693195
16106,40,2,4,148,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,R,cookie_inhib,N,7/24/2015,11:21:00,0.602,0,-0.507497833673316,-0.23752603141136527,0.3746167648693195
16107,40,2,4,149,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,1.084,1,0.08065790301745454,-0.23752603141136527,0.3746167648693195
16108,40,2,4,150,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.867,1,-0.1427163022015952,-0.23752603141136527,0.3746167648693195
16109,40,2,4,151,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.702,1,-0.353821874956326,-0.23752603141136527,0.3746167648693195
16110,40,2,4,152,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.571,1,-0.5603660693261269,-0.23752603141136527,0.3746167648693195
16111,40,2,4,153,cookie_inhib,cookie_pos,cookie_inhib,inhibition,inhib,distractor,target,R,cookie_inhib,Y,7/24/2015,11:21:00,0.875,1,-0.13353139262452263,-0.23752603141136527,0.3746167648693195
16112,40,2,4,1,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.973,1,-0.027371196796132015,-0.23752603141136527,0.3746167648693195
16113,40,2,4,2,flower_pos,flower_neg,flower_pos,negation,positive,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,0.863,1,-0.14734058789870913,-0.23752603141136527,0.3746167648693195
16114,40,2,4,3,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,1.018,1,0.017839918128331016,-0.23752603141136527,0.3746167648693195
16115,40,2,4,4,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,7/24/2015,11:21:00,1.493,1,0.4007875185570534,-0.23752603141136527,0.3746167648693195
16116,40,2,4,5,lamp_neg,lamp_pos,lamp_neg,negation,negative,distractor,target,R,lamp_neg,Y,7/24/2015,11:21:00,0.989999999999997,1,-0.010050335853504478,-0.23752603141136527,0.3746167648693195
16117,40,2,4,6,bird_pos,bird_neg,bird_pos,negation,positive,distractor,target,R,bird_pos,Y,7/24/2015,11:21:00,0.878,1,-0.1301086853470204,-0.23752603141136527,0.3746167648693195
16118,40,2,4,7,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.94,1,-0.06187540371808753,-0.23752603141136527,0.3746167648693195
16119,40,2,4,8,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:21:00,1.059,1,0.05732506661926935,-0.23752603141136527,0.3746167648693195
16120,40,2,4,9,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,0.723999999999998,1,-0.3229638865964235,-0.23752603141136527,0.3746167648693195
16121,40,2,4,10,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.815,1,-0.2045671657412744,-0.23752603141136527,0.3746167648693195
16122,40,2,4,11,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:21:00,1.372,1,0.31626952930369356,-0.23752603141136527,0.3746167648693195
16123,40,2,4,12,cup_pos,cup_pos,cup_neg,negation,positive,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,1.185,1,0.16974277458709455,-0.23752603141136527,0.3746167648693195
16124,40,2,4,13,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,0.6439999999999979,1,-0.44005655287778667,-0.23752603141136527,0.3746167648693195
16125,40,2,4,14,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,7/24/2015,11:21:00,1.017,1,0.016857117066422806,-0.23752603141136527,0.3746167648693195
16126,40,2,4,16,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:21:00,0.938,1,-0.06400532997591243,-0.23752603141136527,0.3746167648693195
16128,40,2,4,17,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,R,bird_neg,Y,7/24/2015,11:21:00,0.532,1,-0.6311117896404926,-0.23752603141136527,0.3746167648693195
16129,40,2,4,18,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,7/24/2015,11:21:00,0.747000000000001,1,-0.29169009384931843,-0.23752603141136527,0.3746167648693195
16130,40,2,4,19,cup_neg,cup_pos,cup_neg,negation,negative,distractor,target,R,cup_neg,Y,7/24/2015,11:21:00,0.781000000000001,1,-0.24718012914244977,-0.23752603141136527,0.3746167648693195
16131,40,2,4,20,lamp_neg,lamp_neg,lamp_pos,negation,negative,target,distractor,L,lamp_neg,Y,7/24/2015,11:21:00,0.776999999999997,1,-0.25231492861449345,-0.23752603141136527,0.3746167648693195
16132,40,2,4,21,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,1.179,1,0.16466662155523393,-0.23752603141136527,0.3746167648693195
16133,40,2,4,22,cat_neg,cat_pos,cat_neg,negation,negative,distractor,target,R,cat_neg,Y,7/24/2015,11:21:00,0.795000000000001,1,-0.22941316432780384,-0.23752603141136527,0.3746167648693195
16134,40,2,4,23,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,L,flower_neg,Y,7/24/2015,11:21:00,0.721,1,-0.327116141697188,-0.23752603141136527,0.3746167648693195
16135,40,2,4,24,teddybear_pos,teddybear_pos,teddybear_neg,negation,positive,target,distractor,L,teddybear_pos,Y,7/24/2015,11:21:00,0.898,1,-0.10758521067993743,-0.23752603141136527,0.3746167648693195
16136,40,2,4,25,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,1.277,1,0.24451357705040216,-0.23752603141136527,0.3746167648693195
16137,40,2,4,26,flower_neg,flower_pos,flower_neg,negation,negative,distractor,target,R,flower_neg,Y,7/24/2015,11:21:00,0.77,1,-0.2613647641344075,-0.23752603141136527,0.3746167648693195
16138,40,2,4,27,bicycle_neg,bicycle_neg,bicycle_pos,negation,negative,target,distractor,L,bicycle_neg,Y,7/24/2015,11:21:00,0.674000000000001,1,-0.39452516806982846,-0.23752603141136527,0.3746167648693195
16139,40,2,4,28,dog_neg,dog_pos,dog_neg,negation,negative,distractor,target,R,dog_neg,Y,7/24/2015,11:21:00,1.21,1,0.1906203596086497,-0.23752603141136527,0.3746167648693195
16140,40,2,4,29,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,1.301,1,0.2631331995303682,-0.23752603141136527,0.3746167648693195
16141,40,2,4,30,apple_pos,apple_neg,apple_pos,negation,positive,distractor,target,R,apple_pos,Y,7/24/2015,11:21:00,1.643,1,0.49652383905513103,-0.23752603141136527,0.3746167648693195
16142,40,2,4,31,cookie_pos,cookie_neg,cookie_pos,negation,positive,distractor,target,R,cookie_pos,Y,7/24/2015,11:21:00,0.935,1,-0.06720874969344999,-0.23752603141136527,0.3746167648693195
16143,40,2,4,32,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:21:00,1.539,1,0.43113285485674213,-0.23752603141136527,0.3746167648693195
16144,40,2,4,33,bird_pos,bird_neg,bird_pos,negation,positive,distractor,target,R,bird_pos,Y,7/24/2015,11:21:00,0.977,1,-0.02326862693935433,-0.23752603141136527,0.3746167648693195
16145,40,2,4,34,cat_neg,cat_neg,cat_pos,negation,negative,target,distractor,L,cat_neg,Y,7/24/2015,11:21:00,0.909000000000001,1,-0.09541018480465709,-0.23752603141136527,0.3746167648693195
16146,40,2,4,35,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,0.982,1,-0.01816397062767118,-0.23752603141136527,0.3746167648693195
16147,40,2,4,36,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:21:00,1.131,1,0.1231021971339834,-0.23752603141136527,0.3746167648693195
16148,40,2,4,37,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:21:00,0.757,1,-0.2783920255446883,-0.23752603141136527,0.3746167648693195
16149,40,2,4,38,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,1.055,1,0.05354076692802976,-0.23752603141136527,0.3746167648693195
16150,40,2,4,39,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,1.239,1,0.2143046026470055,-0.23752603141136527,0.3746167648693195
16152,40,2,4,41,cup_pos,cup_neg,cup_pos,negation,positive,distractor,target,R,cup_pos,Y,7/24/2015,11:21:00,1.174,1,0.16041672140590466,-0.23752603141136527,0.3746167648693195
16153,40,2,4,42,bird_neg,bird_neg,bird_pos,negation,negative,target,distractor,L,bird_neg,Y,7/24/2015,11:21:00,1.632,1,0.4898062565419152,-0.23752603141136527,0.3746167648693195
16154,40,2,4,43,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,0.9049999999999979,1,-0.09982033528221324,-0.23752603141136527,0.3746167648693195
16155,40,2,4,44,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,1.185,1,0.16974277458709455,-0.23752603141136527,0.3746167648693195
16156,40,2,4,45,cat_neg,cat_pos,cat_neg,negation,negative,distractor,target,R,cat_neg,Y,7/24/2015,11:21:00,0.6910000000000011,1,-0.36961545521446565,-0.23752603141136527,0.3746167648693195
16157,40,2,4,46,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,7/24/2015,11:21:00,0.824,1,-0.1935847490726654,-0.23752603141136527,0.3746167648693195
16158,40,2,4,47,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.833,1,-0.1827216368152944,-0.23752603141136527,0.3746167648693195
16159,40,2,4,48,flower_pos,flower_pos,flower_neg,negation,positive,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.818,1,-0.20089294237939007,-0.23752603141136527,0.3746167648693195
16160,40,2,4,49,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,0.616,1,-0.4845083154486173,-0.23752603141136527,0.3746167648693195
16161,40,2,4,50,flower_pos,flower_pos,flower_neg,negation,positive,target,distractor,L,flower_pos,Y,7/24/2015,11:21:00,0.729,1,-0.31608154697347896,-0.23752603141136527,0.3746167648693195
16162,40,2,4,51,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,R,bird_neg,Y,7/24/2015,11:21:00,1.175,1,0.16126814759612232,-0.23752603141136527,0.3746167648693195
16163,40,2,4,52,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,1.115,1,0.10885440491208208,-0.23752603141136527,0.3746167648693195
16164,40,2,4,53,lamp_pos,lamp_neg,lamp_pos,negation,positive,distractor,target,R,lamp_pos,Y,7/24/2015,11:21:00,2.006,1,0.6961426895397437,-0.23752603141136527,0.3746167648693195
16165,40,2,4,54,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,0.72,1,-0.3285040669720361,-0.23752603141136527,0.3746167648693195
16166,40,2,4,55,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,L,cup_neg,Y,7/24/2015,11:21:00,0.630000000000001,1,-0.46203545959655706,-0.23752603141136527,0.3746167648693195
16167,40,2,4,56,car_pos,car_neg,car_pos,negation,positive,distractor,target,R,car_pos,Y,7/24/2015,11:21:00,0.892,1,-0.11428914640212766,-0.23752603141136527,0.3746167648693195
16168,40,2,4,57,cookie_neg,cookie_pos,cookie_neg,negation,negative,distractor,target,R,cookie_neg,Y,7/24/2015,11:21:00,1.467,1,0.38321949916084475,-0.23752603141136527,0.3746167648693195
16169,40,2,4,58,teddybear_pos,teddybear_neg,teddybear_pos,negation,positive,distractor,target,R,teddybear_pos,Y,7/24/2015,11:21:00,0.914,1,-0.08992470752798701,-0.23752603141136527,0.3746167648693195
16170,40,2,4,59,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,L,cat_pos,Y,7/24/2015,11:21:00,0.938,1,-0.06400532997591243,-0.23752603141136527,0.3746167648693195
16171,40,2,4,60,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.996,1,-0.004008021397538822,-0.23752603141136527,0.3746167648693195
16172,40,2,4,61,bird_neg,bird_neg,bird_pos,negation,negative,target,distractor,L,bird_neg,Y,7/24/2015,11:21:00,0.886,1,-0.1210383283770561,-0.23752603141136527,0.3746167648693195
16173,40,2,4,62,teddybear_neg,teddybear_neg,teddybear_pos,negation,negative,target,distractor,L,teddybear_neg,Y,7/24/2015,11:21:00,0.866999999999998,1,-0.1427163022015975,-0.23752603141136527,0.3746167648693195
16174,40,2,4,63,flower_neg,flower_neg,flower_pos,negation,negative,target,distractor,L,flower_neg,Y,7/24/2015,11:21:00,0.737,1,-0.3051673867928005,-0.23752603141136527,0.3746167648693195
16175,40,2,4,64,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:21:00,0.605,1,-0.5025268209512956,-0.23752603141136527,0.3746167648693195
16176,40,2,4,65,dog_neg,dog_neg,dog_pos,negation,negative,target,distractor,L,dog_neg,Y,7/24/2015,11:21:00,1.128,1,0.12044615307586706,-0.23752603141136527,0.3746167648693195
16177,40,2,4,66,apple_pos,apple_pos,apple_neg,negation,positive,target,distractor,L,apple_pos,Y,7/24/2015,11:21:00,1.331,1,0.2859305394129745,-0.23752603141136527,0.3746167648693195
16178,40,2,4,67,lamp_neg,lamp_neg,lamp_pos,negation,negative,target,distractor,L,lamp_neg,Y,7/24/2015,11:21:00,0.8259999999999971,1,-0.19116050546116253,-0.23752603141136527,0.3746167648693195
16179,40,2,4,68,bicycle_pos,bicycle_neg,bicycle_pos,negation,positive,distractor,target,R,bicycle_pos,Y,7/24/2015,11:21:00,1.08,1,0.0769610411361284,-0.23752603141136527,0.3746167648693195
16180,40,2,4,69,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,1.009,1,0.008959741371471801,-0.23752603141136527,0.3746167648693195
16181,40,2,4,70,banana_neg,banana_pos,banana_neg,negation,negative,distractor,target,R,banana_neg,Y,7/24/2015,11:21:00,1.039,1,0.03825871211709027,-0.23752603141136527,0.3746167648693195
16183,40,2,4,72,cup_pos,cup_pos,cup_neg,negation,positive,target,distractor,L,cup_pos,Y,7/24/2015,11:21:00,0.753,1,-0.2836900511822435,-0.23752603141136527,0.3746167648693195
16184,40,2,4,73,banana_pos,banana_pos,banana_neg,negation,positive,target,distractor,L,banana_pos,Y,7/24/2015,11:21:00,1.201,1,0.18315454309784654,-0.23752603141136527,0.3746167648693195
16185,40,2,4,74,dog_neg,dog_neg,dog_pos,negation,negative,target,distractor,L,dog_neg,Y,7/24/2015,11:21:00,1.133,1,0.12486898204586927,-0.23752603141136527,0.3746167648693195
16186,40,2,4,75,flower_pos,flower_neg,flower_pos,negation,positive,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,1.359,1,0.30674913516900665,-0.23752603141136527,0.3746167648693195
16187,40,2,4,76,bird_pos,bird_pos,bird_neg,negation,positive,target,distractor,L,bird_pos,Y,7/24/2015,11:21:00,0.698,1,-0.35953617621976464,-0.23752603141136527,0.3746167648693195
16188,40,2,4,77,lamp_pos,lamp_pos,lamp_neg,negation,positive,target,distractor,L,lamp_pos,Y,7/24/2015,11:21:00,0.718,1,-0.33128570993391293,-0.23752603141136527,0.3746167648693195
16189,40,2,4,78,cat_pos,cat_neg,cat_pos,negation,positive,distractor,target,R,cat_pos,Y,7/24/2015,11:21:00,0.787,1,-0.2395270305647338,-0.23752603141136527,0.3746167648693195
16190,40,2,4,79,cookie_neg,cookie_neg,cookie_pos,negation,negative,target,distractor,L,cookie_neg,Y,7/24/2015,11:21:00,0.68,1,-0.3856624808119846,-0.23752603141136527,0.3746167648693195
16191,40,2,4,80,bicycle_pos,bicycle_pos,bicycle_neg,negation,positive,target,distractor,L,bicycle_pos,Y,7/24/2015,11:21:00,1.047,1,0.045928931888399735,-0.23752603141136527,0.3746167648693195
16192,40,2,4,81,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,0.992999999999998,1,-0.007024614936966479,-0.23752603141136527,0.3746167648693195
16193,40,2,4,82,cup_neg,cup_neg,cup_pos,negation,negative,target,distractor,L,cup_neg,Y,7/24/2015,11:21:00,0.646000000000001,1,-0.4369557751995336,-0.23752603141136527,0.3746167648693195
16194,40,2,4,83,teddybear_neg,teddybear_pos,teddybear_neg,negation,negative,distractor,target,R,teddybear_neg,Y,7/24/2015,11:21:00,0.8839999999999979,1,-0.12329821634449599,-0.23752603141136527,0.3746167648693195
16195,40,2,4,84,car_neg,car_neg,car_pos,negation,negative,target,distractor,L,car_neg,Y,7/24/2015,11:21:00,0.72,1,-0.3285040669720361,-0.23752603141136527,0.3746167648693195
16196,40,2,4,85,dog_pos,dog_neg,dog_pos,negation,positive,distractor,target,R,dog_pos,Y,7/24/2015,11:21:00,0.977,1,-0.02326862693935433,-0.23752603141136527,0.3746167648693195
16197,40,2,4,86,bird_neg,bird_pos,bird_neg,negation,negative,distractor,target,R,bird_neg,Y,7/24/2015,11:21:00,0.747,1,-0.29169009384931976,-0.23752603141136527,0.3746167648693195
16199,40,2,4,88,banana_pos,banana_neg,banana_pos,negation,positive,distractor,target,R,banana_pos,Y,7/24/2015,11:21:00,1.01,1,0.009950330853168092,-0.23752603141136527,0.3746167648693195
16200,40,2,4,89,cookie_pos,cookie_pos,cookie_neg,negation,positive,target,distractor,L,cookie_pos,Y,7/24/2015,11:21:00,0.836,1,-0.17912666589743548,-0.23752603141136527,0.3746167648693195
16201,40,2,4,90,lamp_neg,lamp_pos,lamp_neg,negation,negative,distractor,target,R,lamp_neg,Y,7/24/2015,11:21:00,0.9559999999999971,1,-0.044997365930738824,-0.23752603141136527,0.3746167648693195
16202,40,2,4,91,cat_pos,cat_pos,cat_neg,negation,positive,target,distractor,R,cat_neg,N,7/24/2015,11:21:00,1.38,0,0.3220834991691132,-0.23752603141136527,0.3746167648693195
16203,40,2,4,92,car_neg,car_pos,car_neg,negation,negative,distractor,target,R,car_neg,Y,7/24/2015,11:21:00,1.702,1,0.5318040301511824,-0.23752603141136527,0.3746167648693195
16204,40,2,4,93,bicycle_neg,bicycle_pos,bicycle_neg,negation,negative,distractor,target,R,bicycle_neg,Y,7/24/2015,11:21:00,1.859,1,0.620038708739307,-0.23752603141136527,0.3746167648693195
16205,40,2,4,94,apple_neg,apple_pos,apple_neg,negation,negative,distractor,target,R,apple_neg,Y,7/24/2015,11:21:00,0.730999999999998,1,-0.3133418192323613,-0.23752603141136527,0.3746167648693195
16206,40,2,4,95,flower_pos,flower_neg,flower_pos,negation,positive,distractor,target,R,flower_pos,Y,7/24/2015,11:21:00,1.025,1,0.024692612590371414,-0.23752603141136527,0.3746167648693195
