"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender"
"4301","080415-24",2,5,22,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/4/2015","14:18",853,4.95,4,"F"
"4302","080415-24",2,5,23,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/4/2015","14:18",781,4.95,4,"F"
"4303","080415-24",2,5,24,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/4/2015","14:18",685,4.95,4,"F"
"4304","080415-24",2,5,25,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/4/2015","14:18",952,4.95,4,"F"
"4305","080415-24",2,5,26,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/4/2015","14:18",725,4.95,4,"F"
"4306","080415-24",2,5,27,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y","8/4/2015","14:18",1228,4.95,4,"F"
"4307","080415-24",2,5,28,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/4/2015","14:18",1381,4.95,4,"F"
"4308","080415-24",2,5,29,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/4/2015","14:18",859,4.95,4,"F"
"4309","080415-24",2,5,30,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/4/2015","14:18",700,4.95,4,"F"
"4310","080415-24",2,5,31,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/4/2015","14:18",665,4.95,4,"F"
"4311","080415-24",2,5,32,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/4/2015","14:18",724,4.95,4,"F"
"4312","080415-24",2,5,33,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/4/2015","14:18",1101,4.95,4,"F"
"4313","080415-24",2,5,34,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y","8/4/2015","14:18",1191,4.95,4,"F"
"4314","080415-24",2,5,35,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/4/2015","14:18",1607,4.95,4,"F"
"4315","080415-24",2,5,36,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/4/2015","14:18",765,4.95,4,"F"
"4316","080415-24",2,5,37,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/4/2015","14:18",646,4.95,4,"F"
"4317","080415-24",2,5,38,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/4/2015","14:18",983,4.95,4,"F"
"4318","080415-24",2,5,39,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/4/2015","14:18",695,4.95,4,"F"
"4319","080415-24",2,5,40,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","8/4/2015","14:18",982,4.95,4,"F"
"4320","080415-24",2,5,41,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/4/2015","14:18",1200,4.95,4,"F"
"4321","080415-24",2,5,42,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/4/2015","14:18",1101,4.95,4,"F"
"4322","080415-24",2,5,43,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/4/2015","14:18",803,4.95,4,"F"
"4323","080415-24",2,5,44,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/4/2015","14:18",765,4.95,4,"F"
"4324","080415-24",2,5,45,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/4/2015","14:18",754,4.95,4,"F"
"4325","080415-24",2,5,46,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y","8/4/2015","14:18",1152,4.95,4,"F"
"4326","080415-24",2,5,47,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/4/2015","14:18",1249,4.95,4,"F"
"4327","080415-24",2,5,48,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/4/2015","14:18",894,4.95,4,"F"
"4328","080415-24",2,5,49,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/4/2015","14:18",800,4.95,4,"F"
"4329","080415-24",2,5,50,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/4/2015","14:18",903,4.95,4,"F"
"4330","080415-24",2,5,51,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/4/2015","14:18",682,4.95,4,"F"
"4331","080415-24",2,5,52,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/4/2015","14:18",647,4.95,4,"F"
"4332","080415-24",2,5,53,"banana_inhib","banana_inhib","banana_pos","inhibition","inhib","target","distractor","L","banana_inhib","Y","8/4/2015","14:18",1110,4.95,4,"F"
"4333","080415-24",2,5,54,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/4/2015","14:18",914,4.95,4,"F"
"4334","080415-24",2,5,56,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/4/2015","14:18",823,4.95,4,"F"
"4335","080415-24",2,5,55,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/4/2015","14:18",1280,4.95,4,"F"
"4336","080415-24",2,5,57,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/4/2015","14:18",694,4.95,4,"F"
"4337","080415-24",2,5,58,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/4/2015","14:18",625,4.95,4,"F"
"4338","080415-24",2,5,59,"teddybear_inhib","teddybear_pos","teddybear_inhib","inhibition","inhib","distractor","target","R","teddybear_inhib","Y","8/4/2015","14:18",1092,4.95,4,"F"
"4339","080415-24",2,5,60,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",1398,4.95,4,"F"
"4340","080415-24",2,5,61,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",882,4.95,4,"F"
"4341","080415-24",2,5,63,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",736,4.95,4,"F"
"4342","080415-24",2,5,62,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",695,4.95,4,"F"
"4343","080415-24",2,5,64,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",606,4.95,4,"F"
"4344","080415-24",2,5,65,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/4/2015","14:18",1409,4.95,4,"F"
"4345","080415-24",2,5,66,"dog_inhib","dog_pos","dog_inhib","inhibition","inhib","distractor","target","R","dog_inhib","Y","8/4/2015","14:18",1417,4.95,4,"F"
"4346","080415-24",2,5,67,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","8/4/2015","14:18",1071,4.95,4,"F"
"4347","080415-24",2,5,68,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","8/4/2015","14:18",922,4.95,4,"F"
"4348","080415-24",2,5,69,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","8/4/2015","14:18",580,4.95,4,"F"
"4349","080415-24",2,5,70,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","8/4/2015","14:18",617,4.95,4,"F"
"4350","080415-24",2,5,71,"car_pos","car_inhib","car_pos","inhibition","control","distractor","target","R","car_pos","Y","8/4/2015","14:18",675,4.95,4,"F"
"4351","080415-24",2,5,72,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y","8/4/2015","14:18",829,4.95,4,"F"
"4352","080415-24",2,5,75,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/4/2015","14:18",1076,4.95,4,"F"
"4353","080415-24",2,5,73,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/4/2015","14:18",1162,4.95,4,"F"
"4354","080415-24",2,5,74,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/4/2015","14:18",774,4.95,4,"F"
"4355","080415-24",2,5,76,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/4/2015","14:18",702,4.95,4,"F"
"4356","080415-24",2,5,77,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/4/2015","14:18",594,4.95,4,"F"
"4357","080415-24",2,5,78,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y","8/4/2015","14:18",1170,4.95,4,"F"
"4358","080515-25",1,1,1,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/5/2015","10:49",1400,4.04,4,"F"
"4359","080515-25",1,1,2,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/5/2015","10:49",8380,4.04,4,"F"
"4360","080515-25",1,1,3,"apple_pos","apple_inhib","apple_pos","inhibition","control","distractor","target","R","apple_pos","Y","8/5/2015","10:49",5154,4.04,4,"F"
"4361","080515-25",1,1,4,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/5/2015","10:49",1265,4.04,4,"F"
"4362","080515-25",1,1,5,"apple_pos","apple_pos","apple_inhib","inhibition","control","target","distractor","L","apple_pos","Y","8/5/2015","10:49",4404,4.04,4,"F"
"4363","080515-25",1,1,6,"apple_inhib","apple_pos","apple_inhib","inhibition","inhib","distractor","target","R","apple_inhib","Y","8/5/2015","10:49",1578,4.04,4,"F"
"4364","080515-25",1,1,7,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/5/2015","10:49",1460,4.04,4,"F"
"4365","080515-25",1,1,8,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/5/2015","10:49",924,4.04,4,"F"
"4366","080515-25",1,1,9,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/5/2015","10:49",1048,4.04,4,"F"
"4367","080515-25",1,1,10,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/5/2015","10:49",814,4.04,4,"F"
"4368","080515-25",1,1,11,"car_pos","car_pos","car_inhib","inhibition","control","target","distractor","L","car_pos","Y","8/5/2015","10:49",899,4.04,4,"F"
"4369","080515-25",1,1,12,"car_inhib","car_pos","car_inhib","inhibition","inhib","distractor","target","R","car_inhib","Y","8/5/2015","10:49",1246,4.04,4,"F"
"4370","080515-25",1,1,13,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/5/2015","10:49",1620,4.04,4,"F"
"4371","080515-25",1,1,14,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/5/2015","10:49",972,4.04,4,"F"
"4372","080515-25",1,1,15,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","R","dog_inhib","N","8/5/2015","10:49",1201,4.04,4,"F"
"4373","080515-25",1,1,16,"dog_pos","dog_inhib","dog_pos","inhibition","control","distractor","target","R","dog_pos","Y","8/5/2015","10:49",1758,4.04,4,"F"
"4374","080515-25",1,1,17,"dog_pos","dog_pos","dog_inhib","inhibition","control","target","distractor","L","dog_pos","Y","8/5/2015","10:49",2356,4.04,4,"F"
"4375","080515-25",1,1,18,"dog_inhib","dog_inhib","dog_pos","inhibition","inhib","target","distractor","L","dog_inhib","Y","8/5/2015","10:49",2342,4.04,4,"F"
"4376","080515-25",1,1,19,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/5/2015","10:49",2935,4.04,4,"F"
"4377","080515-25",1,1,20,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/5/2015","10:49",3825,4.04,4,"F"
"4378","080515-25",1,1,21,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/5/2015","10:49",1306,4.04,4,"F"
"4379","080515-25",1,1,22,"teddybear_pos","teddybear_pos","teddybear_inhib","inhibition","control","target","distractor","L","teddybear_pos","Y","8/5/2015","10:49",1036,4.04,4,"F"
"4380","080515-25",1,1,23,"teddybear_pos","teddybear_inhib","teddybear_pos","inhibition","control","distractor","target","R","teddybear_pos","Y","8/5/2015","10:49",1741,4.04,4,"F"
"4381","080515-25",1,1,24,"teddybear_inhib","teddybear_inhib","teddybear_pos","inhibition","inhib","target","distractor","L","teddybear_inhib","Y","8/5/2015","10:49",1885,4.04,4,"F"
"4382","080515-25",1,1,25,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/5/2015","10:49",1973,4.04,4,"F"
"4383","080515-25",1,1,26,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/5/2015","10:49",1061,4.04,4,"F"
"4384","080515-25",1,1,27,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/5/2015","10:49",865,4.04,4,"F"
"4385","080515-25",1,1,28,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/5/2015","10:49",1249,4.04,4,"F"
"4386","080515-25",1,1,29,"banana_pos","banana_pos","banana_inhib","inhibition","control","target","distractor","L","banana_pos","Y","8/5/2015","10:49",872,4.04,4,"F"
"4387","080515-25",1,1,30,"banana_pos","banana_inhib","banana_pos","inhibition","control","distractor","target","R","banana_pos","Y","8/5/2015","10:49",975,4.04,4,"F"
"4388","080515-25",1,1,31,"banana_inhib","banana_pos","banana_inhib","inhibition","inhib","distractor","target","L","banana_pos","N","8/5/2015","10:49",855,4.04,4,"F"
"4389","080515-25",1,1,32,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/5/2015","10:49",4349,4.04,4,"F"
"4390","080515-25",1,1,33,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/5/2015","10:49",1473,4.04,4,"F"
"4391","080515-25",1,1,34,"bicycle_pos","bicycle_pos","bicycle_inhib","inhibition","control","target","distractor","L","bicycle_pos","Y","8/5/2015","10:49",1245,4.04,4,"F"
"4392","080515-25",1,1,35,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/5/2015","10:49",1487,4.04,4,"F"
"4393","080515-25",1,1,36,"bicycle_pos","bicycle_inhib","bicycle_pos","inhibition","control","distractor","target","R","bicycle_pos","Y","8/5/2015","10:49",1132,4.04,4,"F"
"4394","080515-25",1,1,37,"bicycle_inhib","bicycle_inhib","bicycle_pos","inhibition","inhib","target","distractor","L","bicycle_inhib","Y","8/5/2015","10:49",1922,4.04,4,"F"
"4395","080515-25",1,1,38,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/5/2015","10:49",1399,4.04,4,"F"
"4396","080515-25",1,1,39,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/5/2015","10:49",1571,4.04,4,"F"
"4397","080515-25",1,1,40,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/5/2015","10:49",1157,4.04,4,"F"
"4398","080515-25",1,1,41,"cat_pos","cat_inhib","cat_pos","inhibition","control","distractor","target","R","cat_pos","Y","8/5/2015","10:49",1399,4.04,4,"F"
"4399","080515-25",1,1,42,"cat_pos","cat_pos","cat_inhib","inhibition","control","target","distractor","L","cat_pos","Y","8/5/2015","10:49",1011,4.04,4,"F"
"4400","080515-25",1,1,43,"cat_inhib","cat_inhib","cat_pos","inhibition","inhib","target","distractor","L","cat_inhib","Y","8/5/2015","10:49",1607,4.04,4,"F"
"4401","080515-25",1,1,44,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/5/2015","10:49",1288,4.04,4,"F"
"4402","080515-25",1,1,45,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/5/2015","10:49",1109,4.04,4,"F"
"4403","080515-25",1,1,46,"flower_pos","flower_pos","flower_inhib","inhibition","control","target","distractor","L","flower_pos","Y","8/5/2015","10:49",983,4.04,4,"F"
"4404","080515-25",1,1,47,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/5/2015","10:49",834,4.04,4,"F"
"4405","080515-25",1,1,48,"flower_pos","flower_inhib","flower_pos","inhibition","control","distractor","target","R","flower_pos","Y","8/5/2015","10:49",1219,4.04,4,"F"
"4406","080515-25",1,1,49,"flower_inhib","flower_pos","flower_inhib","inhibition","inhib","distractor","target","R","flower_inhib","Y","8/5/2015","10:49",2132,4.04,4,"F"
"4407","080515-25",1,1,50,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/5/2015","10:49",1023,4.04,4,"F"
"4408","080515-25",1,1,51,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/5/2015","10:49",1287,4.04,4,"F"
"4409","080515-25",1,1,52,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/5/2015","10:49",973,4.04,4,"F"
"4410","080515-25",1,1,53,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","8/5/2015","10:49",1023,4.04,4,"F"
"4411","080515-25",1,1,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","8/5/2015","10:49",1288,4.04,4,"F"
"4412","080515-25",1,1,55,"cookie_inhib","cookie_pos","cookie_inhib","inhibition","inhib","distractor","target","R","cookie_inhib","Y","8/5/2015","10:49",1319,4.04,4,"F"
"4413","080515-25",1,1,56,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/5/2015","10:49",1459,4.04,4,"F"
"4414","080515-25",1,1,57,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/5/2015","10:49",1660,4.04,4,"F"
"4415","080515-25",1,1,58,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/5/2015","10:49",957,4.04,4,"F"
"4416","080515-25",1,1,59,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/5/2015","10:49",746,4.04,4,"F"
"4417","080515-25",1,1,60,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","8/5/2015","10:49",712,4.04,4,"F"
"4418","080515-25",1,1,61,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","L","lamp_inhib","Y","8/5/2015","10:49",1369,4.04,4,"F"
"4419","080515-25",1,1,62,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/5/2015","10:49",1281,4.04,4,"F"
"4420","080515-25",1,1,63,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","8/5/2015","10:49",1071,4.04,4,"F"
"4421","080515-25",1,1,64,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","8/5/2015","10:49",834,4.04,4,"F"
"4422","080515-25",1,1,65,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","8/5/2015","10:49",993,4.04,4,"F"
"4423","080515-25",1,1,66,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","8/5/2015","10:49",1249,4.04,4,"F"
"4424","080515-25",1,1,67,"bird_inhib","bird_pos","bird_inhib","inhibition","inhib","distractor","target","R","bird_inhib","Y","8/5/2015","10:49",1290,4.04,4,"F"
"4425","080515-25",1,1,68,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","8/5/2015","10:49",1524,4.04,4,"F"
"4426","080515-25",1,1,69,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/5/2015","10:49",1051,4.04,4,"F"
"4427","080515-25",1,1,70,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","8/5/2015","10:49",1765,4.04,4,"F"
"4428","080515-25",1,1,71,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/5/2015","10:49",1181,4.04,4,"F"
"4429","080515-25",1,1,72,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","8/5/2015","10:49",1923,4.04,4,"F"
"4430","080515-25",1,1,73,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y","8/5/2015","10:49",5748,4.04,4,"F"
"4431","080515-25",1,1,1,"dog_pos","dog_pos","dog_neg","negation","positive","target","distractor","L","dog_pos","Y","8/5/2015","10:49",2337,4.04,4,"F"
"4432","080515-25",1,1,2,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","8/5/2015","10:49",8297,4.04,4,"F"
"4433","080515-25",1,1,3,"teddybear_pos","teddybear_pos","teddybear_neg","negation","positive","target","distractor","L","teddybear_pos","Y","8/5/2015","10:49",1211,4.04,4,"F"
"4434","080515-25",1,1,4,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","8/5/2015","10:49",1021,4.04,4,"F"
"4435","080515-25",1,1,5,"car_pos","car_neg","car_pos","negation","positive","distractor","target","R","car_pos","Y","8/5/2015","10:49",2320,4.04,4,"F"
"4436","080515-25",1,1,6,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","8/5/2015","10:49",1518,4.04,4,"F"
"4437","080515-25",1,1,7,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","8/5/2015","10:49",1504,4.04,4,"F"
"4438","080515-25",1,1,8,"lamp_neg","lamp_pos","lamp_neg","negation","negative","distractor","target","L","lamp_pos","N","8/5/2015","10:49",1864,4.04,4,"F"
"4439","080515-25",1,1,9,"apple_pos","apple_pos","apple_neg","negation","positive","target","distractor","L","apple_pos","Y","8/5/2015","10:49",1246,4.04,4,"F"
"4440","080515-25",1,1,10,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N","8/5/2015","10:49",2050,4.04,4,"F"
"4441","080515-25",1,1,12,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","8/5/2015","10:49",1437,4.04,4,"F"
"4442","080515-25",1,1,11,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","L","flower_pos","N","8/5/2015","10:49",2307,4.04,4,"F"
"4443","080515-25",1,1,13,"flower_neg","flower_pos","flower_neg","negation","negative","distractor","target","L","flower_pos","N","8/5/2015","10:49",1466,4.04,4,"F"
"4444","080515-25",1,1,14,"bicycle_neg","bicycle_pos","bicycle_neg","negation","negative","distractor","target","L","bicycle_pos","N","8/5/2015","10:49",1346,4.04,4,"F"
"4445","080515-25",1,1,15,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","8/5/2015","10:49",1171,4.04,4,"F"
"4446","080515-25",1,1,16,"cat_pos","cat_neg","cat_pos","negation","positive","distractor","target","R","cat_pos","Y","8/5/2015","10:49",1081,4.04,4,"F"
"4447","080515-25",1,1,17,"lamp_neg","lamp_neg","lamp_pos","negation","negative","target","distractor","R","lamp_pos","N","8/5/2015","10:49",1646,4.04,4,"F"
"4448","080515-25",1,1,18,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","L","apple_pos","N","8/5/2015","10:49",2722,4.04,4,"F"
"4449","080515-25",1,1,19,"bird_neg","bird_neg","bird_pos","negation","negative","target","distractor","R","bird_pos","N","8/5/2015","10:49",1636,4.04,4,"F"
"4450","080515-25",1,1,20,"cup_pos","cup_neg","cup_pos","negation","positive","distractor","target","R","cup_pos","Y","8/5/2015","10:49",1607,4.04,4,"F"
"4451","080515-25",1,1,21,"teddybear_neg","teddybear_neg","teddybear_pos","negation","negative","target","distractor","R","teddybear_pos","N","8/5/2015","10:49",1761,4.04,4,"F"
"4452","080515-25",1,1,22,"dog_neg","dog_pos","dog_neg","negation","negative","distractor","target","L","dog_pos","N","8/5/2015","10:49",1810,4.04,4,"F"
"4453","080515-25",1,1,23,"banana_pos","banana_pos","banana_neg","negation","positive","target","distractor","L","banana_pos","Y","8/5/2015","10:49",1621,4.04,4,"F"
"4454","080515-25",1,1,24,"car_neg","car_pos","car_neg","negation","negative","distractor","target","L","car_pos","N","8/5/2015","10:49",1266,4.04,4,"F"
"4455","080515-25",1,1,25,"car_pos","car_pos","car_neg","negation","positive","target","distractor","L","car_pos","Y","8/5/2015","10:49",1487,4.04,4,"F"
"4456","080515-25",1,1,26,"banana_pos","banana_neg","banana_pos","negation","positive","distractor","target","R","banana_pos","Y","8/5/2015","10:49",1447,4.04,4,"F"
"4457","080515-25",1,1,27,"cat_neg","cat_neg","cat_pos","negation","negative","target","distractor","R","cat_pos","N","8/5/2015","10:49",1749,4.04,4,"F"
"4458","080515-25",1,1,28,"bird_pos","bird_pos","bird_neg","negation","positive","target","distractor","R","bird_neg","N","8/5/2015","10:49",1407,4.04,4,"F"
"4459","080515-25",1,1,29,"teddybear_pos","teddybear_neg","teddybear_pos","negation","positive","distractor","target","R","teddybear_pos","Y","8/5/2015","10:49",3141,4.04,4,"F"
"4460","080515-25",1,1,30,"cookie_pos","cookie_pos","cookie_neg","negation","positive","target","distractor","L","cookie_pos","Y","8/5/2015","10:49",4387,4.04,4,"F"
"4461","080515-25",1,1,31,"apple_neg","apple_pos","apple_neg","negation","negative","distractor","target","L","apple_pos","N","8/5/2015","10:49",1811,4.04,4,"F"
"4462","080515-25",1,1,32,"cup_neg","cup_pos","cup_neg","negation","negative","distractor","target","L","cup_pos","N","8/5/2015","10:49",1293,4.04,4,"F"
"4463","080515-25",1,1,33,"dog_neg","dog_neg","dog_pos","negation","negative","target","distractor","R","dog_pos","N","8/5/2015","10:49",1537,4.04,4,"F"
"4464","080515-25",1,1,34,"bicycle_pos","bicycle_pos","bicycle_neg","negation","positive","target","distractor","L","bicycle_pos","Y","8/5/2015","10:49",953,4.04,4,"F"
"4465","080515-25",1,1,35,"flower_pos","flower_pos","flower_neg","negation","positive","target","distractor","L","flower_pos","Y","8/5/2015","10:49",2269,4.04,4,"F"
